food_name,unit
白切鸡肉,拳
水煮鸡肉,拳
清蒸鸡肉,拳
鸡肉,只
蒸鸡肉,只
手撕鸡肉,只
白切鸡肉,只
水煮鸡肉,只
清蒸鸡肉,只
鸡肉,盒
蒸鸡肉,盒
手撕鸡肉,盒
白切鸡肉,盒
水煮鸡肉,盒
清蒸鸡肉,盒
鸡肉,盘
蒸鸡肉,盘
手撕鸡肉,盘
白切鸡肉,盘
水煮鸡肉,盘
清蒸鸡肉,盘
鸡肉,小盘
蒸鸡肉,小盘
手撕鸡肉,小盘
白切鸡肉,小盘
水煮鸡肉,小盘
清蒸鸡肉,小盘
鸡肉,小块
蒸鸡肉,小块
手撕鸡肉,小块
白切鸡肉,小块
水煮鸡肉,小块
清蒸鸡肉,小块
猕猴桃,个
猕猴桃,g
猕猴桃,颗
土豆丝,小盘
炒土豆丝,小盘
土豆丝,g
炒土豆丝,g
土豆丝,份
炒土豆丝,份
土豆丝,盘
炒土豆丝,盘
土豆丝,碗
炒土豆丝,碗
土豆丝,小份
炒土豆丝,小份
娃娃菜,小盘
烤娃娃菜,小盘
水煮娃娃菜,小盘
蒸娃娃菜,小盘
水煮娃娃菜（不加油）,小盘
娃娃菜（生）,小盘
娃娃菜,g
烤娃娃菜,g
水煮娃娃菜,g
蒸娃娃菜,g
水煮娃娃菜（不加油）,g
娃娃菜（生）,g
娃娃菜,碗
烤娃娃菜,碗
水煮娃娃菜,碗
蒸娃娃菜,碗
水煮娃娃菜（不加油）,碗
娃娃菜（生）,碗
娃娃菜,小碗
烤娃娃菜,小碗
水煮娃娃菜,小碗
蒸娃娃菜,小碗
水煮娃娃菜（不加油）,小碗
娃娃菜（生）,小碗
娃娃菜,份
烤娃娃菜,份
水煮娃娃菜,份
蒸娃娃菜,份
水煮娃娃菜（不加油）,份
娃娃菜（生）,份
娃娃菜,片
烤娃娃菜,片
水煮娃娃菜,片
蒸娃娃菜,片
水煮娃娃菜（不加油）,片
娃娃菜（生）,片
娃娃菜,颗
烤娃娃菜,颗
水煮娃娃菜,颗
蒸娃娃菜,颗
水煮娃娃菜（不加油）,颗
娃娃菜（生）,颗
娃娃菜,个
烤娃娃菜,个
水煮娃娃菜,个
蒸娃娃菜,个
水煮娃娃菜（不加油）,个
娃娃菜（生）,个
娃娃菜,串
烤娃娃菜,串
水煮娃娃菜,串
蒸娃娃菜,串
水煮娃娃菜（不加油）,串
娃娃菜（生）,串
娃娃菜,盘
烤娃娃菜,盘
水煮娃娃菜,盘
蒸娃娃菜,盘
水煮娃娃菜（不加油）,盘
娃娃菜（生）,盘
肉包,个
肉包子,个
鲜肉包,个
猪肉包子,个
大肉包,个
猪肉包,个
鲜肉包子,个
肉馅包子,个
猪肉馅包子,个
肉包,g
肉包子,g
鲜肉包,g
猪肉包子,g
大肉包,g
猪肉包,g
鲜肉包子,g
肉馅包子,g
猪肉馅包子,g
豆腐,g
豆腐块,g
水煮豆腐,g
水豆腐,g
蒸豆腐,g
水煮豆腐（无油）,g
白豆腐,g
豆腐,块
豆腐块,块
水煮豆腐,块
水豆腐,块
蒸豆腐,块
水煮豆腐（无油）,块
白豆腐,块
豆腐,份
豆腐块,份
水煮豆腐,份
水豆腐,份
蒸豆腐,份
水煮豆腐（无油）,份
白豆腐,份
豆腐,片
豆腐块,片
水煮豆腐,片
水豆腐,片
蒸豆腐,片
水煮豆腐（无油）,片
白豆腐,片
豆腐,碗
豆腐块,碗
水煮豆腐,碗
水豆腐,碗
蒸豆腐,碗
水煮豆腐（无油）,碗
白豆腐,碗
豆腐,小碗
豆腐块,小碗
水煮豆腐,小碗
水豆腐,小碗
蒸豆腐,小碗
水煮豆腐（无油）,小碗
白豆腐,小碗
豆腐,个
豆腐块,个
水煮豆腐,个
水豆腐,个
蒸豆腐,个
水煮豆腐（无油）,个
白豆腐,个
豆腐,小块
豆腐块,小块
水煮豆腐,小块
水豆腐,小块
蒸豆腐,小块
水煮豆腐（无油）,小块
白豆腐,小块
豆腐,小盘
豆腐块,小盘
水煮豆腐,小盘
水豆腐,小盘
蒸豆腐,小盘
水煮豆腐（无油）,小盘
白豆腐,小盘
豆腐,盘
豆腐块,盘
水煮豆腐,盘
水豆腐,盘
蒸豆腐,盘
水煮豆腐（无油）,盘
白豆腐,盘
鸡胸肉,g
鸡胸肉（生）,g
水煮鸡胸肉,g
水煮鸡胸肉（不加油）,g
怡力 水煮鸡胸肉,g
清蒸鸡胸肉,g
中澜水煮鸡胸肉,g
圣农鸡胸肉,g
鸡胸肉,块
鸡胸肉（生）,块
水煮鸡胸肉,块
水煮鸡胸肉（不加油）,块
怡力 水煮鸡胸肉,块
清蒸鸡胸肉,块
中澜水煮鸡胸肉,块
圣农鸡胸肉,块
鸡胸肉,份
鸡胸肉（生）,份
水煮鸡胸肉,份
水煮鸡胸肉（不加油）,份
怡力 水煮鸡胸肉,份
清蒸鸡胸肉,份
中澜水煮鸡胸肉,份
圣农鸡胸肉,份
鸡胸肉,个
鸡胸肉（生）,个
水煮鸡胸肉,个
水煮鸡胸肉（不加油）,个
怡力 水煮鸡胸肉,个
清蒸鸡胸肉,个
中澜水煮鸡胸肉,个
圣农鸡胸肉,个
鸡胸肉,袋
鸡胸肉（生）,袋
水煮鸡胸肉,袋
水煮鸡胸肉（不加油）,袋
怡力 水煮鸡胸肉,袋
清蒸鸡胸肉,袋
中澜水煮鸡胸肉,袋
圣农鸡胸肉,袋
鸡胸肉,包
鸡胸肉（生）,包
水煮鸡胸肉,包
水煮鸡胸肉（不加油）,包
怡力 水煮鸡胸肉,包
清蒸鸡胸肉,包
中澜水煮鸡胸肉,包
圣农鸡胸肉,包
鸡胸肉,片
鸡胸肉（生）,片
水煮鸡胸肉,片
水煮鸡胸肉（不加油）,片
怡力 水煮鸡胸肉,片
清蒸鸡胸肉,片
中澜水煮鸡胸肉,片
圣农鸡胸肉,片
鸡胸肉,小块
鸡胸肉（生）,小块
水煮鸡胸肉,小块
水煮鸡胸肉（不加油）,小块
怡力 水煮鸡胸肉,小块
清蒸鸡胸肉,小块
中澜水煮鸡胸肉,小块
圣农鸡胸肉,小块
鸡胸肉,小盘
鸡胸肉（生）,小盘
水煮鸡胸肉,小盘
水煮鸡胸肉（不加油）,小盘
怡力 水煮鸡胸肉,小盘
清蒸鸡胸肉,小盘
中澜水煮鸡胸肉,小盘
圣农鸡胸肉,小盘
鸡胸肉,盘
鸡胸肉（生）,盘
水煮鸡胸肉,盘
水煮鸡胸肉（不加油）,盘
怡力 水煮鸡胸肉,盘
清蒸鸡胸肉,盘
中澜水煮鸡胸肉,盘
圣农鸡胸肉,盘
鸡胸肉,碗
鸡胸肉（生）,碗
水煮鸡胸肉,碗
水煮鸡胸肉（不加油）,碗
怡力 水煮鸡胸肉,碗
清蒸鸡胸肉,碗
中澜水煮鸡胸肉,碗
圣农鸡胸肉,碗
梨,个
梨子,个
梨,g
梨子,g
梨,块
梨子,块
梨,颗
梨子,颗
花卷,个
花卷,g
小笼包,个
鲜肉小笼包,个
猪肉小笼包,个
杭州小笼包,个
小笼包,笼
鲜肉小笼包,笼
猪肉小笼包,笼
杭州小笼包,笼
小笼包,份
鲜肉小笼包,份
猪肉小笼包,份
杭州小笼包,份
小笼包,g
鲜肉小笼包,g
猪肉小笼包,g
杭州小笼包,g
面条,g
面条（鲜）,g
煮面条（带汤）,g
宽面条,g
煮面条（不加油）,g
面条（干切面）,g
蒸面条,g
煮面条,g
细面条,g
面条（生，代表值）,g
面条,口
面条（鲜）,口
煮面条（带汤）,口
宽面条,口
煮面条（不加油）,口
面条（干切面）,口
蒸面条,口
煮面条,口
细面条,口
面条（生，代表值）,口
面条,碗
面条（鲜）,碗
煮面条（带汤）,碗
宽面条,碗
煮面条（不加油）,碗
面条（干切面）,碗
蒸面条,碗
煮面条,碗
细面条,碗
面条（生，代表值）,碗
面条,份
面条（鲜）,份
煮面条（带汤）,份
宽面条,份
煮面条（不加油）,份
面条（干切面）,份
蒸面条,份
煮面条,份
细面条,份
面条（生，代表值）,份
面条,小碗
面条（鲜）,小碗
煮面条（带汤）,小碗
宽面条,小碗
煮面条（不加油）,小碗
面条（干切面）,小碗
蒸面条,小碗
煮面条,小碗
细面条,小碗
面条（生，代表值）,小碗
面条,盘
面条（鲜）,盘
煮面条（带汤）,盘
宽面条,盘
煮面条（不加油）,盘
面条（干切面）,盘
蒸面条,盘
煮面条,盘
细面条,盘
面条（生，代表值）,盘
面条,小盘
面条（鲜）,小盘
煮面条（带汤）,小盘
宽面条,小盘
煮面条（不加油）,小盘
面条（干切面）,小盘
蒸面条,小盘
煮面条,小盘
细面条,小盘
面条（生，代表值）,小盘
面条,大碗
面条（鲜）,大碗
煮面条（带汤）,大碗
宽面条,大碗
煮面条（不加油）,大碗
面条（干切面）,大碗
蒸面条,大碗
煮面条,大碗
细面条,大碗
面条（生，代表值）,大碗
吐司,片
吐司面包,片
厚切吐司,片
白吐司,片
原味吐司,片
好利来 生吐司,片
吐司,g
吐司面包,g
厚切吐司,g
白吐司,g
原味吐司,g
好利来 生吐司,g
吐司,个
吐司面包,个
厚切吐司,个
白吐司,个
原味吐司,个
好利来 生吐司,个
吐司,块
吐司面包,块
厚切吐司,块
白吐司,块
原味吐司,块
好利来 生吐司,块
吐司,包
吐司面包,包
厚切吐司,包
白吐司,包
原味吐司,包
好利来 生吐司,包
吐司,份
吐司面包,份
厚切吐司,份
白吐司,份
原味吐司,份
好利来 生吐司,份
油条,根
炸油条,根
油条,g
炸油条,g
油条,个
炸油条,个
油条,份
炸油条,份
麦片,份
燕麦片,份
西麦 燕麦片,份
即食燕麦片,份
黑麦片,份
甜麦片,份
麦片,g
燕麦片,g
西麦 燕麦片,g
即食燕麦片,g
黑麦片,g
甜麦片,g
麦片,碗
燕麦片,碗
西麦 燕麦片,碗
即食燕麦片,碗
黑麦片,碗
甜麦片,碗
麦片,杯
燕麦片,杯
西麦 燕麦片,杯
即食燕麦片,杯
黑麦片,杯
甜麦片,杯
麦片,包
燕麦片,包
西麦 燕麦片,包
即食燕麦片,包
黑麦片,包
甜麦片,包
麦片,勺
燕麦片,勺
西麦 燕麦片,勺
即食燕麦片,勺
黑麦片,勺
甜麦片,勺
麦片,块
燕麦片,块
西麦 燕麦片,块
即食燕麦片,块
黑麦片,块
甜麦片,块
麦片,袋
燕麦片,袋
西麦 燕麦片,袋
即食燕麦片,袋
黑麦片,袋
甜麦片,袋
西梅,颗
西梅,个
西梅,g
